icao,name
FTTH,Lai
FTTI,Ati
FTTJ,N'Djamena
FTTK,Bokoro
FTTL,Bol
FTTM,Mongo
FTTN,Am Timan
FTTP,Pala
FTTR,Zouar
FTTS,Bousso
FTTU,Mao
FTTY,Ftty
FTTZ,Bardai Zougra
FV76,Fv76
FV77,Fv77
FVAB,Aberdeen Apt
FVAE,Braebourne
FVBB,Fvbb
FVBI,Binga Apt
FVBL,Mabalauta
FVBM,Bumi
FVBO,Bosbury
FVBU,Bulawayo - Joshua Mqabuko Nkomo
FVCC,C.C. Strip
FVCD,Chirundu
FVCE,Celina
FVCH,Chipinge
FVCM,Cam+Motor
FVCN,Fvcn
FVCP,Harare - Charles Prince
FVCR,Chizarira
FVCV,Chivu
FVCZ,Chiredzi - Buffalo Range
FVDA,Dawsons
FVDE,Deka
FVDU,Dudley
FVED,Eduan
FVFA,Victoria Falls
FVFG,Fothergill
FVFI,Filabusi
FVGD,Gwanda
FVGO,Fvgo
FVGR,Fvgr
FVGT,Gaths Mine
FVGW,Gweru
FVHA,Harare
FVHP,Home Park
FVHY,Chiredzi - Hippo Valley
FVIN,Induna
FVIT,Itafa
FVKB,Kariba
FVKK,Kwekwe
FVKW,Mkwasine
FVKZ,Kezi
FVLA,Langford
FVLG,Longuiel
FVLU,Lusulu
FVMA,Marondera
FVMB,Mashumbi
FVMD,Fvmd
FVMF,Mabikwa
FVMH,Fvmh
FVMK,Mkonono
FVMN,Mana Pools
FVMS,Middle Sabi
FVMT,Mutoko
FVMU,Fvmu
FVMV,Masvingo
FVMW,Murewa
FVNY,Nyanyadzi
FVOT,Fvot
FVPL,Plumtree
FVRA,Ratelshoek
FVRE,Renroc
FVRT,Rutenga
FVRU,Rusape
FVSC,Fvsc
FVSE,Sanyati Estate
FVSH,Fvsh
FVSN,Sun Yet Sen
FVSV,Spray View
FVSX,Sengwa Gorge
FVSY,Siyalima
FVTA,Tashinga
FVTD,Tinfields
FVTE,Tengwe
FVTJ,Tonje
FVTL,Gweru - Thornhill Air
FVTS,Tsholothso
FVTU,Tuli
FVWD,Wedza
FVWN,Hwange Park
FVWT,Hwange Apt
FVYT,Inyati
FVZC,Zisco
FVZK,Zaka
FWBG,Bangula
FWCB,Chilumba
FWCD,Fwcd
FWCL,Blantyre - Chileka
FWCM,Club Makokola
FWCS,Ntchisi
FWCT,Chitipa
FWDW,Dwangwa
FWDZ,Dedza
FWKA,Karonga
FWKB,Katumbi
FWKG,Kasungu
FWKI,Lilongwe Intl
FWKK,Nkhota Kota
FWLE,Lilongwe Apt
FWLK,Likoma Island
FWLP,Lifupa
FWMC,Mchinji
FWMG,Mangochi
FWMY,Monkey Bay
FWMZ,Mzimba
FWNB,Ngabu
FWSJ,Nsanje
FWSM,Salima
FWSU,Fwsu
FWTK,Mtakatata
FWUU,Mzuzu
FWZA,Zomba
FXBB,Bobete
FXKA,Katse
FXKB,Kolberg
FXLK,Lebakeng
FXLR,Leribe
FXLS,Lesobeng
FXLT,Letseng
FXMA,Matsaile
FXMF,Mafeteng
FXMH,Mohale'S Hoek
FXMK,Mokhotlong
FXML,Malefiloane
FXMM,Maseru - Moshoeshoe I
FXMN,Mantsonyane
FXMP,Mohlanapeng
FXMS,Mashai Store
FXMT,Matabeng Store
FXMU,Maseru - Mejametalana Airbase
FXMV,Matabeng Village
FXNH,Nohanas
FXNK,Nkaus
FXPG,Pelaneng
FXQG,Quthing
FXQN,Qacha'S Nek
FXSE,Sehlabathebe
FXSH,Sehonghong
FXSK,Sekakes
FXSM,Semonkong
FXSS,Seshutes
FXST,St. Theresa
FXTA,Thaba-Tseka
FXTB,Tebellong
FXTK,Tlokoeng
FYAA,Fyaa
FYAB,Aroab
FYAM,Aminuis
FYAR,Arandis
FYAS,Aus
FYAV,Ariamsvley
FYBC,Bethanien
FYBJ,Bitterwasser
FYEK,Epukiro
FYEN,Eenhana
FYGB,Gobabis
FYGC,Gochas
FYGF,Grootfontein
FYGK,Fygk
FYGL,Omaruru Game
FYGV,Fygv
FYHH,Helmeringhausen
FYHI,Fyhi
FYHS,Hobas
FYIA,Fyia
FYKA,Karibib
FYKB,Fykb
FYKD,Kalkfeld
FYKE,Fyke
FYKJ,Kamanjab
FYKM,Mpacha - Katima
FYKT,Keetmanshoop
FYLS,Muneambuanas - Lianshulu
FYLZ,Luderitz
FYMB,Meob Bay
FYME,Fyme
FYMG,Fymg
FYMH,Maltahoehe
FYML,Mariental
FYMO,Mokuti Lodge
FYNA,Namutoni
FYNG,Fyng
FYOA,Ondangwa
FYOE,Omega
FYOG,Oranjemund
FYOJ,Outjo
FYOM,Omaruru Apt
FYON,Okahandja
FYOO,Okaukuejo
FYOP,Fyop
FYOS,Fyos
FYOU,Operet
FYOW,Otjiwarongo
FYPO,Fypo
FYRC,Ruacana
FYRP,Rosh Pinah
FYRR,Fyrr
FYRU,Rundu
FYSA,Rosh Pinah - Skorpion Mine
FYSL,Fysl
FYSM,Swakopmund
FYSN,Osona
FYSO,Solitaire
FYSP,Stampriet
FYSS,Fyss
FYST,Fyst
FYTE,Fyte
FYTK,Tsumkwe
FYTM,Tsumeb
FYUS,Uis Mine
FYWB,Walvis Bay
FYWD,Fywd
FYWE,Windhoek - Eros
FYWH,Windhoek - Hosea Kutako
FYWI,Witvlei
FYXX,Fyxx
FZAA,Kinshasa - Ndjili
FZAB,Fzab
FZAD,Celo Zongo
FZAE,Kimpoko
FZAF,Nsangi
FZAG,Fzag
FZAH,Tshela
FZAI,Fzai
FZAJ,Boma
FZAL,Luozi
FZAM,Matadi - Tshimpi
FZAN,Inga
FZAP,Lukala
FZAR,Nkolo Fuma
FZAS,Inkisi
FZAU,Konde
FZAW,Kwilu-Ngongo
FZAX,Luheki
FZAY,Mvula Sanda
FZBA,Inongo
FZBB,Bongimba
FZBC,Bikoro
FZBD,Oshwe
FZBE,Beno
FZBF,Bonkita
FZBG,Kempa
FZBH,Isongo
FZBI,Nioki
FZBJ,Mushie
FZBK,Boshwe
FZBL,Djokele
FZBN,Malebo
FZBO,Fzbo
FZBP,Bolongonkele
FZBQ,Bindja
FZBS,Semendua
FZBT,Kiri - Basango Mboliasa
FZBU,Ipeke
FZBV,Kempile
FZBW,Basengele
FZCA,Fzca
FZCB,Idiofa
FZCD,Vanga
FZCE,Lusanga
FZCF,Kahemba
FZCI,Banga
FZCK,Kajiji
FZCL,Banza Lute
FZCM,Mangai Ii
FZCO,Boko
FZCP,Popokabaka
FZCR,Busala
FZCS,Kenge
FZCT,Fatundu
FZCU,Ito
FZCV,Masi Manimba
FZCW,Kikongo Sur Wamba
FZCX,Kimafu
FZCY,Yuki
FZDA,Malanga
FZDB,Kimbau
FZDD,Wamba Luadi
FZDE,Tono
FZDF,Nzamba
FZDG,Nyanga Apt
FZDH,Ngi
FZDJ,Mutena
FZDK,Kipata Katika
FZDL,Kolokoso
FZDM,Masamuna
FZDN,Mongo Wa Kenda
FZDO,Moanza
FZDP,Mukedi
FZDQ,Mazelele
FZDR,Bokela
FZDS,Yasa Bongo
FZDT,Matari
FZDU,Kimpangu
FZDY,Missayi
FZEA,Mbandaka
FZEB,Monieka
FZEI,Ingende
FZEM,Yembe Moke
FZEN,Basankusu
FZEO,Beongo
FZEP,Mentole
FZER,Kodoro
FZES,Ngumu
FZFA,Libenge
FZFB,Imesse
FZFC,Engengele
FZFD,Fzfd
FZFE,Abumumbazi
FZFF,Bau
FZFG,Bokada
FZFH,Mokaria-Yamoleka
FZFJ,Goyongo
FZFK,Gemena
FZFL,Kala
FZFN,Lombo
FZFP,Fzfp
FZFQ,Mpaka
FZFR,Mombongo
FZFS,Karawa
FZFT,Tandala
FZFU,Bumbar
FZFV,Gbado
FZFW,Gwaka
FZGA,Fzga
FZGB,Bosondjo
FZGC,Bolila
FZGE,Binga Apt
FZGF,Bokungu
FZGG,Mondombe
FZGH,Wema
FZGI,Yalingimba
FZGN,Boende
FZGT,Boteka
FZGV,Ikela
FZGX,Monkoto
FZGY,Yemo
FZIA,Fzia
FZIC,Kisangani - Bangoka
FZIG,Km 95 Cfl
FZIK,Katende
FZIR,Yangambi
FZIZ,Lokutu
FZJB,Doko
FZJC,Dungu-Uye
FZJD,Doruma
FZJF,Aba
FZJH,Fzjh
FZJI,Watsa
FZJK,Faradje
FZJN,Luniemu
FZJR,Kere Kere
FZKA,Fzka
FZKB,Bambili-Dingila
FZKC,Mahagi
FZKF,Kilomines
FZKI,Yedi
FZKJ,Fzkj
FZKN,Aketi
FZKO,Ango
FZMA,Fzma
FZMB,Butembo - Rughenda
FZMC,Mulungu
FZMD,Nzovu
FZMK,Bulongo Kigogo
FZMP,Kimano Ii
FZMW,Shabunda
FZNA,Goma
FZNB,Katale
FZNC,Rutshuru
FZNF,Lubero
FZNI,Ishasha
FZNK,Katanda Rusthuru
FZNP,Beni
FZNQ,Obaye
FZNR,Rwindi
FZOA,Kindu
FZOB,Tingi-Tingi
FZOC,Kalima - Kamisuku
FZOD,Kalima - Kinkungwa
FZOE,Kampene
FZOF,Kiapupe
FZOG,Lulingu Tshionka
FZOH,Moga
FZOJ,Obokote
FZOK,Kasongo
FZOO,Kailo
FZOP,Punia
FZOQ,Punia-Basenge
FZOR,Saulia
FZOS,Kasese Apt
FZOT,Phibraki
FZPB,Kamituga
FZPC,Lugushwa
FZQA,Lubumbashi
FZQC,Pweto
FZQD,Mulungwishi
FZQF,Fungurume
FZQG,Kasenga
FZQH,Katwe
FZQI,Kamatanda
FZQJ,Mwadingusha
FZQM,Fzqm
FZQN,Mutshatsha
FZQP,Kisenge
FZQU,Lubudi
FZQV,Mitwaba
FZRA,Manono
FZRB,Moba
FZRC,Mukoy
FZRD,Kabombo
FZRE,Bukena
FZRF,Fzrf
FZRG,Sominka
FZRJ,Pepa
FZRK,Kansimba
FZRL,Lusinga
FZRM,Kabalo
FZRN,Nyunzu
FZRO,Luvua
FZRQ,Kongolo
FZSA,Fzsa
FZSB,Kamina - Ville
FZSC,Songa
FZSD,Sandoa
FZSE,Kanene
FZSI,Dilolo
FZSJ,Kasaji
FZSK,Kapanga
FZTK,Kaniama Apt
FZTL,Luena Apt
FZTS,Kaniama Apt
FZUA,Kananga
FZUE,Lubondaie
FZUF,Kasonga
FZUG,Luiza
FZUH,Moma
FZUI,Mboi
FZUJ,Muambi
FZUK,Tshikapa
FZUL,Bulape
FZUM,Mutoto
FZUN,Luebo
FZUO,Musese
FZUP,Diboko
FZUR,Tshibala
FZUS,Tshikaji
FZUT,Katubwe
FZUU,Lutshatsha
FZUV,Kalonda
FZVA,Lodja
FZVC,Kole Sur Lukenie
FZVD,Dingele
FZVE,Lomela
FZVF,Kutusongo
FZVG,Katako'Kombe
FZVH,Shongamba
FZVI,Lusambo
FZVJ,Tshumbe
FZVK,Lukombe-Batwa
FZVL,Wasolo
FZVM,Mweka
FZVN,Wembo-Nyama
FZVO,Beni-Dibele
FZVP,Dikungu
FZVR,Basongo
FZVS,Ilebo
FZVT,Dekese
FZVU,Idumbe
FZWA,Mbuji Mayi
FZWB,Bibanga
FZWC,Gandajika
FZWE,Mwene-Ditu
FZWF,Kipushi
FZWI,Kashia
FZWL,Munkamba
FZWR,Kisengwa
FZWS,Lubao
FZWT,Kabinda - Tunta
G05,Finleyville
GA00,Monroe - Kintail Farm
GA01,Flowery Branch - Ranch
GA02,Thomaston - Upson
GA03,Ringgold - Wilson
GA04,Locust Grove - Mallards Landing
GA06,Monticello Sky
GA07,Americus - Air Evac
GA08,Talbotton - Jumpin J
GA09,Clermont - Fly-N-S Ranch
GA10,Zebulon - Ridgeview Farm
GA11,Atlanta - Rite
GA12,Rome - Redmond
GA13,Augusta - University Hospital
GA14,Albany - Pinebloom Plantation
GA15,Statesboro - Air Evac 95
GA16,Bostwick - Taylor
GA17,Byromville - Flint River Nursery
GA18,Clayton - Ranch
GA19,Hinesville - Heath Green Skyranch
GA1A,Kayes Apt
GA2,Williamson - Peach State Aerodrome
GA20,Cumberland Island - Stafford
GA21,Darien - Patterson Island
GA22,Arlington - Jordans
GA23,Summerville - Wyatt
GA24,Forsyth - Monroe County Hospital
GA25,Fargo
GA26,Fort Gordon (Augusta)
GA27,Cumming - Mathis
GA28,Statesboro East
GA29,Hollonville - Wellers Landing
GA30,Clarkesville - Rockin R
GA31,Palmetto - Two Rocks
GA32,Metter - Candler County Hospital
GA33,Lagrange West
GA34,Tifton - Air Evac
GA35,Savannah - Cypress Lakes
GA36,Kingsland - Readdick
GA37,Savannah - Meml Hospital
GA38,Monroe - Walton
GA39,Savannah - Hodges
GA40,Gainesville - Beaver Trail
GA41,Swainsboro - Daniels
GA42,Bainbridge - Vada
GA43,Guyton - Briggs
GA44,Lagrange - Richards
GA45,Clarkesville - Arrendale Forest
GA46,High Point/Cumberland Island
GA47,Waycross - Bivins
GA48,Edison - Mclendon
GA49,Norman Park - Hamilton Strip
GA50,Madison - Dream Team
GA51,Waynesboro - Plant
GA52,Atlanta - Joseph'S
GA53,Atlanta - Rollins
GA54,Atlanta - Interstate
GA55,Atlanta - Northside Hospital
GA58,Avondale Estates - Dekalb Police Dept
GA59,Barnesville - Antique Acres
GA60,Waycross - Meml Satilla Health
GA61,Brooks - Kenley
GA62,Griffin - Cedar Ridge
GA63,Byromville
GA64,Atlanta - Midtown
GA65,Madison - Home
GA66,Atlanta - Bridge Building
GA67,Clarkesville - King Sky Ranch
GA68,Concord - Flying 'H' Ranch
GA70,Dalton - Hamilton Medical Center
GA71,East Point - South
GA72,Dalton - Pratermill Flight Park
GA73,Concord - Shade Tree
GA74,Concord - Takle
GA75,Concord - Meadowlark
GA76,Forsyth - Broken Ranch
GA77,Chickamauga - Twin Forks
GA78,Baxley - Appling General Hospital
GA79,Newnan - Dresden
GA80,Conyers - Whispering Pines
GA81,Ft Valley - Big Dog Cameron
GA82,Covington - Morgan Farm
GA83,Covington - Windy Hill
GA84,Cumming - Donald
GA85,Atlanta - Lot
GA86,Barnesville - Ranch
GA87,Suches - High Valley
GA88,Sylvania - Wade Plantation
GA89,Lovejoy - Diamond S
GA90,Fayetteville - Walker
GA91,Fayetteville - Adams
GA92,Fayetteville - Beck
GA93,Fayetteville - Base
GA94,Fayetteville - Mc Lendon
GA95,Fayetteville - Coleman
GA96,Fort Mcpherson
GA97,Perry Guardian
GA98,Lagrange - Grayhill
GA99,Fort Valley Miami
GAAO,Ansongo
GABD,Bandiagara
GABF,Bafoulabe
GABG,Bougouni
GABR,Bourem
GABS,Senou
GADA,Dioila
GADZ,Douentza
GAFD,Faladie
GAGM,Goundam
GAGO,Gao
GAKA,Kenieba
GAKL,Kidal
GAKM,Ke-Macina
GAKN,Kolokani
GAKO,Koutiala
GAKT,Kita
GAKY,Kayes Dag
GAMA,Markala
GAMB,Gamb
GAMK,Menaka
GANF,Niafunke
GANK,Nara
GANR,Nioro Du Sahel
GASK,Sikasso
GASO,Gaso
GATB,Timbuktu
GATS,Gats
GAYE,Yelimane
GBYD,Banjul
GCFV,Fuerteventura Island
GCGM,Alajero - La Gomera
GCHI,El Hierro Island
GCLA,Sta Cruz De La Palma
GCLB,Gran Canaria Island - El Berriel Aeroc
GCLP,Gran Canaria Island Apt
GCRR,Lanzarote Island
GCTS,Tenerife Island South
GCXO,Tenerife Island Apt
GE00,Evans - Morris
GE01,Naylor - Christians Folly
GE02,Calhoun - Adventhealth Gordon
GE04,Mulberry Grove - Mclendon
GE05,Lafayette - Gibson
GE11,Layfayette - Hogjowl
GE12,Ashburn - Richter
GE13,Rome - Fmc
GE14,Ocilla - Elite Helicopters
GE20,Louisville - Critter Creek
GE21,Bainbridge - Anderson
GE23,Lyons - Winge Farms
GE24,Brunswick Se
GE25,Fort Valley - Hutto Farm
GE26,Dublin - Duke Strip 2
GE27,Byron - Smith
GE28,Duluth - Emory Johns Creek
GE30,Waynesboro - Sandy Hill
GE33,Locust Grove - River Bend
GE34,Stone Mountain Public
GE35,Bostwick - Southern Oaks
GE53,Locust Grove - Chigger Hill
GE56,Greensboro - Smith
GE61,Cave Spring - Brownstone
GE72,Royston - Hannah Creek
GE88,Rome - Office
GE92,Buckhead - Rabbit Hole Ii
GE99,Clayton - Heaven'S Landing
GEML,Melilla
GFBN,Bonthe - Sherbro
GFBO,Bo
GFGK,Gbangbatok
GFHA,Freetown - Hastings
GFKB,Kabala
GFKE,Kenema
GFLL,Freetown - Lungi
GFTO,Tongo
GFYE,Yengema
GG64,Quebo
GGBF,Bafata
GGBU,Bubaque
GGCF,Cufar
GGOV,Bissau - Osvaldo Vieira
GLBU,Buchanan
GLCM,Robertsport/Cape Mount
GLCP,Harper - Cape Palmas
GLGE,Greenville Sinoe
GLLB,Buchanan - Lamco
GLMR,Monrovia - Spriggs Payne
GLNA,Nimba
GLRB,Monrovia - Roberts
GLST,Sasstown
GLTN,Tchien
GLVA,Voinjama
GMAA,Gmaa
GMAD,Agadir - Al Massira
GMAT,Tan Tan
GMAZ,Zagora
GMFA,Beni Malek - Ouezzane
GMFB,Bouarfa
GMFF,Fes - Saiss
GMFI,Gmfi
GMFK,Errachidia - Ali Cherif
GMFM,Meknes - Bassatine
GMFN,Nador Apt
GMFO,Oujda - Angads
GMFU,Fes
GMFZ,Taza
GMMA,Smara
GMMB,Ben Slimane
GMMC,Casablanca - Anfa
GMMD,Gmmd
GMME,Rabat
GMMF,Sidi Ifni
GMMH,Dakhla
GMMI,Essaouira - Mogador
GMMJ,El Jadida
GMML,El Aaiun - Hassan
GMMN,Casablanca - Mohammed V
GMMO,Taroudant
GMMS,Safi
GMMT,Casablanca - Tit Mellil
GMMW,Nador
GMMX,Marrakech - Menara
GMMY,Gmmy
GMMZ,Ouarzazate
GMSL,Sidi Slimane
GMTA,Al Hoceima
GMTN,Gmtn
GMTT,Tangier - Ibn Batouta
GNU,Goodnews
GO66,Dodji
GOBD,Diass - Blaise Diagne
GODK,Kolda
GOGG,Ziguinchor
GOGS,Cap Skirring
GOOK,Kaolack
GOOY,Dakar - Leopold Sedar Senghor
GOSM,Matam - Ouro Sogui
GOSP,Podor
GOSR,Richard Toll
GOSS,Saint Louis
GOTB,Bakel
GOTK,Kedougou
GOTS,Simenti
GOTT,Tambacounda
GQNA,Aioun El Atrouss
GQNB,Boutilimit
GQNC,Tichitt
GQND,Tidjikja
GQNE,Boghe - Abbaye
GQNF,Kiffa
GQNH,Timbedra
GQNI,Nema
GQNJ,Akjoujt
GQNK,Kaedi
GQNL,Moudjeria - Letfotar
GQNM,Timbreda - Dahara
GQNN,Nouakchott
GQNO,Gqno
GQNS,Selibaby
GQNT,Tamchakett
GQNU,Gqnu
GQPA,Atar
GQPF,Fderik
GQPP,Nouadhibou
GQPT,Bir Moghrein
GQPZ,Zouerate - Tazadit
GUCY,Conakry
GUFA,Gufa
GUFH,Faranah
GUGO,Banankoro - Gbenko
GUKR,Kawass
GUKU,Kissidougou
GULB,Labe
GUMA,Macenta
GUNZ,Nzerekore
GUOK,Boke
GUSA,Sangaredi
GUSB,Koundara - Sambailo
GUSI,Siguiri
GUXN,Kankan
GVAC,Espargos - Amilcar Cabral
GVAN,Ponta Do Sol - Agostinho Neto
GVBA,Rabil
GVBR,Brava Island - Esperadinha
GVMA,Maio
GVMT,Mosteiros
GVNP,Praia
GVSF,Sao Filipe
GVSN,Preguica
GVSV,Sao Pedro Apt
H04,Vinita
H05,Wilburton Muni
H07,Highland Winet
H11,Sunbury
H14,Corning
H17,Buffalo Muni
H19,Bowling Green Muni
H28,Port Of Del Bonita - Whetstone
H34,Huntsville Muni
H35,Clarksville Muni
H37,Herlong
H43,Haverstraw
H47,Hyampom
H57,Bismarck Meml
H58,Seymour - Owen
H63,Alma - Harlan County Lake
H66,Nowata
H68,Wagoner - Hefner-Easley
H70,Stratford
H71,Pryor - Mid-America Industrial
H75,Hernando
H76,Pawhuska Muni
H79,Eldon
H80,Hale - Field
H81,Amarillo - River Falls
H88,Fredericktown Rgnl
H92,Hominy
H96,Benton Muni
H97,Pawnee Muni
HAAB,Addis Ababa - Bole
HAAD,Adaba
HAAL,Lideta Army
HAAM,Haam
HAAX,Haax
HABB,Habb
HABC,Baco
HABD,Bahir Dar
HABE,Beica
HABU,Habu
HADC,Dessie - Combolcha
HADD,Dembidollo
HADM,Debra Marcos
HADO,Dodola
HADR,Dire Dawa - Yilma
HADT,Debre Tabor
HAFN,Fincha
HAGB,Goba - Robe
HAGH,Ghinnir
HAGM,Gambela - Gambella
HAGN,Gondar - Gonder
HAGO,Gode
HAGR,Gore
HAHM,Debre Zeyit - Harar Meda
HAHU,Humera
HAJJ,Jijiga
HAJM,Jimma
HAKD,Kabri Dehar
HAKL,Kelafo
HALA,Awassa
HALL,Lalibela - Lalibella
HAMA,Hama
HAMJ,Maji - Tume
HAMK,Hamk
HAML,Masslo
HAMM,Metema
HAMN,Mendi
HAMR,Hamr
HAMT,Mizan Teferi
HANG,Hang
HANJ,Nejjo
HANK,Nekemte
HAPW,Hapw
HASC,Shire
HASD,Soddu
HASH,Sheik Hussein
HASK,Hask
HASL,Hasl
HASM,Semera
HASO,Asosa
HATP,Tippi
HAWC,Waca
HAWR,Hawr
HBBA,Bujumbura
HBBE,Gitega
HBBO,Kirundo
HCMA,Alula
HCMB,Baidoa
HCMC,Candala
HCMD,Hcmd
HCME,Eil
HCMF,Bosaso
HCMG,Gardo
HCMH,Hargeisa - Egal
HCMI,Berbera
HCMJ,Hcmj
HCMK,Hcmk
HCMM,Mogadishu - Aden Adde
HCMN,Belet Uen
HCMO,Obbia
HCMR,Galcaio
HCMS,Scusciuban
HCMU,Erigavo
HCMV,Burao
HDAG,Assa-Gueyla
HDAM,Djibouti
HDAS,Ali-Sabieh
HDCH,Chabelley
HDDK,Dikhil
HDHE,Herkale
HDMO,Moucha Island
HDOB,Obock
HDTJ,Tadjoura
HE15,He15
HE16,He16
HE24,Siwa
HE25,He25
HE26,He26
HE45,He45
HEAL,El Alamein
HEAR,El Arish
HEAT,Assiut
HEAX,Alexandria - El Nouzha
HEAZ,Almaza Afb
HEBA,Alexandria - Borg El Arab
HEBL,Abu Simbel
HEBS,Beni Suef
HECA,Cairo Intl Apt
HECP,Cairo Capital
HECW,El Cairo
HEDK,Hedk
HEEM,Giza
HEGN,Hurghada
HEGO,El Gouna
HEGR,Hegr
HEGS,Jiyanklis
HEKG,Hekg
HELX,Luxor
HEMA,Marsa Alam
HEMK,Sohag
HEMM,Mersa Matruh
HEOC,Heoc
HEOW,Heow
HEPS,Port Said
HESC,Hesc
HESH,Sharm El-Sheikh
HESN,Aswan
HESX,Giza - Sphinx
HETB,Taba
HETR,Hetr
HHAS,Asmara
HHMS,Massawa
HHSB,Asab - Assab
HHTS,Tessenei
HI01,Hanalei - Princeville
HI02,Lanai - Manele
HI03,Hanamaulu
HI04,Hilo Medical
HI05,Honokaa
HI07,Waikoloa Village
HI13,Kailua/Kona - Puu Waa Waa
HI18,Kamuela - Center
HI22,"San Jose, Tinian"
HI23,Mountain View Airstrip
HI24,Honolulu - Heco-Waiau
HI25,Naalehu - Kaalaiki Airstrip
HI27,Paauilo
HI28,Pahala
HI29,Pahala - Upper Paauau
HI31,Papaikou - Mauna Kea Honolii
HI32,Pepeekeo
HI33,Puhi - Haiku Airstrip
HI38,Honolulu - Center
HI40,Honolulu - Kuakini Medical Center
HI46,Puhi - Hi 23 Airstrip
HI49,Kaunakakai - Kaluakoi
HI52,Volcano Village - Rainshed
HI55,Honolulu - Moanalua Medical Center
HI57,Kahuku
HI58,Kahuku - Bay
HI63,Koblerville - Pro-Shop
HI64,San Jose Tinian
HJJJ,Hjjj
HKAM,Amboseli National Park
HKBR,Bura
HKEL,Eldoret
HKEM,Embu
HKES,Eliye Springs
HKEW,El Wak
HKFG,Kalokol
HKGA,Garissa
HKGT,Garba Tula
HKHB,Homa Bay
HKHO,Hola
HKIS,Isiolo
HKJK,Nairobi - Jomo Kenyatta
HKKB,Kiambere
HKKE,Keekorok
HKKG,Kakamega
HKKI,Kisumu
HKKL,Kilaguni
HKKR,Kericho
HKKS,Kisii
HKKT,Kitale
HKKU,Kitui
HKLG,Lokitaung
HKLK,Lokichoggio
HKLO,Lodwar
HKLU,Lamu - Manda
HKLY,Loyengalani
HKMA,Mandera
HKMB,Marsabit - Segel
HKMI,Maralal
HKMK,Meru-Kinna - Mulika Lodge
HKML,Malindi
HKMM,Migori
HKMO,Mombasa
HKMS,Masai Mara
HKMY,Moyale (Lower)
HKNI,Nyeri
HKNK,Nakuru
HKNO,Narok
HKNV,Naivasha
HKNW,Nairobi
HKNY,Nanyuki
HKRE,Nairobi - Moi Air
HKSB,Samburu South
HKUK,Ukunda
HKVO,Voi
HKWE,Webuye
HKWJ,Wajir
HL2,Stockton - Hubbard Landing
HL50,Hl50
HL54,Hl54
HL56,Hl56
HL57,Hl57
HL58,Hl58
HL59,Hl59
HL62,Hl62
HL64,Hl64
HL66,Hl66
HL69,Hl69
HL70,Hl70
HL71,Hl71
HL72,Hl72
HL78,Hl78
HL79,Hl79
HL80,Hl80
HL81,Hl81
HL82,Hl82
HL83,Hl83
HL84,Hl84
HLAM,Amal V12
HLBD,Beda M3
HLFL,Hlfl
HLGD,Sirt - Gardabya
HLGL,Hlgl
HLGN,Tobruk - Gamal Abdel Nasser
HLGT,Ghat
HLKF,Kufra
HLLB,Benghazi - Benina
HLLM,Tripoli - Mitiga
HLLQ,Al Bayda' - La Abraq
HLLS,Sabha
HLLT,Tripoli Intl
HLMB,Hlmb
HLMS,Hlms
HLNF,Hlnf
HLNR,Nafurah 1
HLON,Hlon
HLRA,Hlra
HLSA,Sarir
HLSD,Hlsd
HLTD,Ghadames
HLUB,Hlub
HLWA,Warehouse 59A
HLZA,Hlza
HLZG,Oxy A 103
HLZN,Hlzn
HLZU,Hlzu
HLZW,Zuwara - Zwara
HRYG,Gisenyi
HRYI,Butare
HRYN,Nemba
HRYO,Gabiro
HRYR,Kigali
HRYU,Ruhengeri
HRZA,Kamembe
HSAK,Akobo
HSAT,Atbara
HSAW,Aweil
HSBR,Bor Apt
HSBT,Bentu
HSCG,Carthago
HSDB,El Debba
HSDL,Dilling
HSDN,Dongola
HSDZ,Ad Damazin
HSFA,Hsfa
HSFS,El Fasher
HSGF,Gedaref - Azaza
HSGG,Dinder - Galegu
HSGN,Geneina
HSGO,Gogrial
HSHG,Heglig Oilfield
HSKA,Kassala
HSKG,Khashm El Girba
HSKI,Kosti
HSKJ,Kago Kaju
HSKP,Kapoeta
HSLI,Kadugli
HSMD,Marida
HSMK,Rumbek
HSMN,Hsmn
HSMR,Merowe
HSND,Shendi
HSNH,En Nahud
HSNM,Nimuli
HSNN,Nyala
HSNW,New Halfa
HSOB,Al-Ubayyid - El Obeid
HSPA,Pachella
HSPI,Pibor Post
HSPN,Port Sudan New
HSRJ,Raga
HSRN,Renk
HSSJ,Juba
HSSK,Hssk
HSSM,Malakal
HSSP,Port Sudan Air
HSSS,Khartoum
HSSW,Wadi Halfa
HSTO,Tong
HSTR,Torit
HSTU,Tumbura
HSWD,Hswd
HSWW,Wau Apt
HSYA,Yambio
HSYE,Yei
HSYL,Yirol
HSZA,Zalingei
HTAG,Kutani - Amani Gomvu
HTAR,Arusha
HTBB,Selous Game Reserve - Kibambawe Airstrip
HTBS,Mbesa Mission
HTBU,Bukoba
HTCH,Chunya
HTDA,Dar Es Salaam - Mwalimu Julius K.
HTDO,Dodoma
HTGE,Htge
HTGR,Htgr
HTIR,Iringa
HTIY,Inyonga
HTKA,Kigoma
HTKB,Kibondo
HTKD,Kondoa
HTKI,Kilwa Masoko
HTKJ,Kilimanjaro
HTKL,Kirondatal
HTKO,Kongwa
HTKS,Kilosa
HTKT,Kilimatinde
HTLD,Loliondo
HTLI,Lindi - Kikwetu
HTLL,Liuli
HTLM,Lake Manyara National Park
