icao,name
2NC9,Laurinburg - Scotland Meml
2ND0,Mapleton - Kraft
2ND1,Mercer - Westerlind
2ND2,Mercer - Makeeff
2ND3,Grand Forks - Casslindan
2ND5,Turtle Lake - Cloud 9
2ND7,Newburg - Johnson
2ND8,Montplier - Fiebiger
2ND9,Norma - Brekhus
2NE0,Elwood - Johnson Lake
2NE2,Tecumseh - Johnson County Hospital
2NE3,Hickman - Rusty Crankshaft
2NE4,Gordon - Spring Lake
2NE5,Gothenburg - Fiese Airstrip
2NE6,Grainton - Coppersmith
2NE7,Grant - Kumor
2NE8,Hickman - Walvoord
2NH1,Merrimack - Foote
2NH2,Litchfield - Westport
2NH3,Bow - Scott
2NH4,Plymouth - Speare Meml Hospital
2NH5,Westmoreland - Pilgrim'S Home
2NH6,Loudon - Speedway Northside
2NJ1,Pattenburg - Jugtown Mountain
2NJ3,Pennington - Weidel/Pvt
2NJ4,Jackson - Adventure
2NJ5,Phillipsburg - Sanduff Farms Landing
2NJ6,Phillipsburg - Markle
2NJ7,Piscataway - Foley Machinery
2NJ9,Bayonne
2NK1,Canisteo - Gaskin
2NK3,Orient - Rose
2NK5,North Bay - Eagles Eye
2NK6,Springville - Bertrand Chaffee Hospital
2NK7,Walton Apt
2NK8,Whitestone - Landmark Plaza
2NK9,Modena - Old Orchard
2NM9,Corona - High Desert Ranch
2NR2,Clarkton - Elkins
2NR4,Apex
2NV2,Sparks - Gibb Ranch
2NV3,Mesquite - 55
2NV8,Pahrump - Mercy Air
2NY0,South Cairo - Catskill Valley
2NY2,Chester - High View Too
2NY4,Byron - Sackett Farms Airstrip
2NY5,Rochester - Strong Meml Hospital
2NY6,Middletown - Slate Hill
2NY7,Addison - Towner Farm
2NY8,Alligerville - Benbyre Farm
2NY9,Alpine - Meml
2O1,Quincy - Gansner
2O3,Angwin
2O6,Chowchilla
2O7,Independence
2O8,Hinton
2OA1,Bristolville - Bristol Airstrip
2OA2,Midland - Mackie'S
2OA4,Donnellsville - Victory
2OA5,Marysville - Fl-Airfield
2OA6,Cambridge - Hilltop
2OA7,Felicity - Utter
2OG2,Central Point - Erickson Air-Crane Whetstone
2OG3,Lake Oswego - Wiley'S
2OG4,Fields - El Rancho
2OG5,Willamina - Mendenhall Airstrip
2OH0,Kilbourne - Bohannan
2OH1,Port Clinton - Magruder Meml
2OH2,Staunton - Merritt
2OH3,Seaman - Adams County
2OH4,Shauck - Cedar Creek
2OH5,Dayton - Childrens Medical Center
2OH6,Troy - Smith
2OH7,Collinsville - Pfeiffer
2OH8,Derby - Port-O-John
2OH9,Waynesville - Club
2OI2,Waynesville - Air Jordan
2OI4,Westfield Center - Crazy Bob'S
2OI6,Columbus - University Hospital
2OI8,Mansfield - Airways
2OK,Alaska Hospital
2OK0,Marlow - Vr Airstrip
2OK1,Milburn - Mercury Ranch
2OK2,Midwest City - Twin Lakes
2OK3,Blanchard - Rock Ridge
2OK4,Mounds - Ragwing Acres
2OK5,Mountain View - Ferrell Ranch
2OK6,Vinita - Ratcliff Ranch
2OK7,Newcastle - Cole Landing Area
2OK8,Sulphur - Gray Ranch Company
2OK9,Piedmont - Caribou
2OL2,Bixby - Myers
2OR0,Oregon City - Nielsen
2OR1,Antelope - Big Muddy Ranch
2OR3,Jefferson - Davidson
2OR4,Oakland - Heavens Gate Ranch
2OR6,Ironside - Lockhart
2OR7,Sweet Home
2OR9,Portland - World Trade Center
2P2,Washington Island
2P7,St Clairsville - Alderman
2PA0,Mechanicsburg - Donagher Residence
2PA1,Lackawaxen - Boehm'S
2PA2,Auburn - Hillview
2PA3,Lake Ariel - Marici
2PA4,Lakewood - Boden
2PA5,Port Allegany - Johnson
2PA6,Shartlesville - Aerodrome
2PA7,Landisburg - Egolf
2PA8,Landisburg - Shulls
2PA9,Lansdale - Wilson
2PN0,Wattsburg - Strawberry Acres
2PN1,Westfield - Swift Aero
2PN2,Shrewsbury - Fortman
2PN3,York Springs - Market Garden
2PN4,Stoystown - Quemahening Flightpark
2PN5,Woodbury - Baker Sell
2PN7,Zelienople - Fisher Family Farms
2PN9,Radnor - Sun Company
2PR9,San Juan - Centro Medico
2PS2,York - Upmc Meml Hospital
2PS3,York Springs - Mathna
2PS4,Lancaster - Wgal-Tv
2PS5,Shamokin - Rosini Residence
2PS6,Bellefonte - Sci Benner Township
2PS9,Philadelphia - Center
2Q0,Hartsville - Flying W
2Q9,Dyer
2R0,Waynesboro
2R1,Jeanerette - Le Maire
2R2,Indianapolis - Hendricks County-Gordon Graham
2R3,Kenai - Island Lake
2R4,Milton - Peter Prince
2R5,St Elmo
2R6,Bunkie Muni
2R7,Franklinton
2R9,Kenedy
2RR,River Ranch
2S0,Twisp
2S1,Vashon
2S2,Beaver Marsh
2S4,Warden
2S5,Waterville
2S6,Newberg - Sportsman
2S7,Chiloquin
2S8,Wilbur
2S9,South Bend/Raymond/ - Willapa Harbor
2SC3,Hilton Head - Melrose Landing
2SC4,Hilton Head - Salty Fare Landing
2SC5,Waterloo - Ridgewood Air
2SC6,Columbia - Sled
2SC7,Mcclellanville - Laurel Hill Farms
2SC8,Gaston
2SC9,Kingstree - Mcintosh
2SD0,Nemo - Paradise Valley
2SD1,Sioux Falls - Mc Kennan Hospital
2SD2,Bonesteel - Pepper Port
2SD3,Roscoe - Strouckel Farm
2SD4,Mount Vernon - Nicolaisen
2SD5,Sturgis
2SD6,Sioux Falls - Of
2SD7,Hurley - Dangel
2SD8,Sioux Falls - Prairie
2SD9,Ipswich - Tc
2T1,Muleshoe
2T2,Watson - Percival Springs
2T7,Tecumseh - Van Camp'S
2TA0,Burnet - Shale Valley Ranch
2TA1,Lufkin - Gravco
2TA2,Mesquite The
2TA3,Pine Springs - Triangle Ranch Private
2TA4,Sealy - Mario'S
2TA6,Fairfield - Pyramid Ranch
2TA8,Encino - El Coyote Ranch
2TA9,Carta Valley - Mafrige Ranch Inc
2TE0,Brazoria - Eagle Air Park
2TE2,Fort Worth - Flying Oaks
2TE3,Aubrey - Weems Farm
2TE4,El Campo - Frels
2TE5,Flatonia - Piano Ranch
2TE6,Karnes City - Burris Ranch
2TE7,Post - Beach Ranch
2TE8,Langtry - Stand Fast
2TE9,Cuero Community
2TN0,Memphis - Hospital Wing
2TN1,Ripley - Lauderdale Community Hospital
2TN2,Hickory Valley - Wings
2TN3,Lewisburg - Rocky Acres
2TN4,Millington - Shoemaker-Shelby Forest
2TN5,Athens Medical
2TN6,Nashville - Hospital
2TN7,Kingston - Wolf Creek
2TN8,Dowelltown - Soggy Bottom
2TN9,Union City - Baptist Meml Hospital
2TS0,Denton - Myska
2TS1,Mount Pleasant - Titus
2TS2,Harlingen - Farms
2TS3,Waco - Tigerbird
2TS4,Malakoff - Circle R Ranch
2TS5,Paducah
2TS6,Paris - Ae139
2TS7,Weatherford - Jamak Fabrication
2TS8,Stockdale - Bailey
2TS9,Wills Point - Mcbee
2TX,Salado
2TX0,Amarillo - Blue Sky
2TX1,Elmendorf - Russell Paradise
2TX2,Hico - Ray Smith Farm
2TX3,Brackettville - La Fonda Ranch
2TX4,Encinal - Lewis Ranch
2TX5,Gatesville - Mcgregor
2TX6,Idalou - Everitt
2TX7,Justin - Jw
2TX8,Krum - Eagle'S Landing
2TX9,San Saba - Buzzard Creek Airstrip
2U0,Prairie
2U4,Rockford
2U5,Shearer
2U7,Stanley
2U8,Stanley - Thomas Creek
2UT,Hooper - Fremont Island Upper
2UT2,Duck Creek Village - High Meadow Ranch
2UT3,Brigham City - Fort Ranch
2UT4,Heber City Valley
2UT5,New Harmony - Charlevoix
2V5,Wray
2V6,Yuma Muni
2VA,Larchwood - Zangger Vintage
2VA0,Moneta - Red Birds Airyard
2VA1,Edwardsville - Jett
2VA2,Surry - Melville Airstrip
2VA3,Amelia Court House - Merlin Aerodrome
2VA4,Winchester Medical
2VA5,Urbanna - Rosegill Farm Airstrip
2VA6,Saluda - Nimcock
2VA7,Virginia General
2VA8,Holland - Brandywyne Farms
2VA9,Smithfield Riverside
2VE2,Las Vegas - Spring Valley Hospital
2VG2,Upperville
2VG3,Harrisonburg - Linville-Edom
2VG5,Virginia Beach - Breeden Company
2VG7,Orange - Seven Gables
2VG8,Warsaw - Folly Neck
2VG9,Williamsburg Rgnl
2VI2,Kenai - Redoubt View
2VT2,Alburg - Northern Lights
2W1,Cle Elum - De Vere
2W2,Westminster - Clearview
2W3,Eatonville - Swanson
2W5,Maryland
2W6,Leonardtown - St
2WA0,Greenwater - Pcfd Nr 26
2WA1,Sequim - Diamond Point Airstrip
2WA2,Royal City - Red Rock
2WA3,Friday Harbor - Stuart Island
2WA4,Bainbridge Island
2WA5,Grand Coulee Medical
2WA6,Grand Coulee - Rice
2WA7,Centralia Providence
2WA8,Harrington - Kramer Ranch
2WA9,Huntsville - Touchet Valley
2WI0,Rothschild - Bender
2WI1,Stoughton - Uff-Da
2WI2,Oshkosh Aurora
2WI3,Milwaukee
2WI4,Springfield - Plows & Props
2WI5,Mercer - Blair Lake
2WI6,Stoughton - Matson
2WI7,Mount Vernon - Hecklers Strip
2WI8,Oostburg - Davies
2WI9,Oxford - Bulldog Ranch
2WN2,Cumberland - Silver Lake
2WN3,New London - Curns
2WN4,New London - Mcfaul
2WN5,Necedah - Murmuring Springs
2WN6,Granton - Cunningham
2WN7,Fisk - Planeacres
2WN8,Omro - Oshkosh Sky Ranch
2WN9,Goldendale - Hillcrest
2WS2,Webster - Connors Lake Landing
2WS3,Greenleaf - C R Acres
2WS4,Janesville - St
2WV2,Clarksburg - Center
2WV3,Elizabeth - Hales Landing
2WV5,Union - Willow Bend
2WV6,West Virginia State
2WY3,Merna - Haas
2WY8,Cody - Bar Flying E
2X2,Willow Spb
2XA0,Crowell - Foard County
2XA1,Cotulla - Great Horizon Ranch
2XA2,Danbury - Knape
2XA3,Cypress North
2XA4,Collinsville - Flying S Ranch
2XA5,Lockhart - Someday Ranch
2XA7,Longview - Tailwheel
2XA8,Fairfield - Air Evac 53
2XA9,Sweetwater - Rolling Plains Hospital
2XS0,Brownsville - Columbia Valley
2XS1,Johnson City - Harris Ranch
2XS2,Carrizo Springs - Indio-Faith
2XS3,Athens - Glad Oaks
2XS4,Bells - Skida Patch
2XS5,Twin Sisters - Cross Triangle Ranch
2XS6,Utopia - Foster Ranch
2XS7,Uvalde - Annandale Ranch
2XS8,Uvalde - Benson Airstrip
2XS9,Uvalde
2Y1,Radcliffe - Drake
2Y3,Yakutat
2Y4,Rockwell City
2Z2,Eureka Creek
2Z3,Eva Creek
2Z5,Fairbanks - Chena River
2Z6,False Island
30AK,Kenai - Doyle Estates
30AL,Danville - Med Flight 2
30AR,Greers Ferry - Phalanx
30AZ,Tucson - Kielberg Canyon
30CA,Greenville - Plumas Hospital District
30CL,Long Beach Meml
30CN,Barstow Air
30CO,Guffey - Desiderata Ranch
30F,Lake Dallas - Lakeview
30FA,Florida Lake
30FL,Palatka Hca
30GA,Flovilla - Cox
30GE,Danielsville - Papas Place
30ID,Hailey - 4Z Ranch
30IL,Flora - Clay County Hospital
30IN,Mulberry - Drago Air
30IS,Genoa - Aero Lake Estates
30K,Ingalls
30KS,Hutchinson - Flugplatz
30KY,Monticello - Wayne County Hospital
30LA,Venice Heliport
30LL,Chapin - Williams Airpark
30LS,Broussard - Rotorcraft
30M,Tunica - Ralph M Sharpe
30MA,Clinton Hospital
30ME,Augusta - Togus Va Lz
30MI,Buchanan - Wolverton
30MN,Albert Lea Mayo
30MO,Lebanon - Matzie
30MT,Helena Nistler
30NC,Advance - Riverside Farm
30NE,Nebraska Nebraskaland
30NJ,Hopewell - Hillside Farm
30NM,Sedan - Crusader
30NR,Elizabethtown - Zone
30NY,Canadice - Coye
30OK,Kingfisher Mercy
30OR,Vernonia - Bero
30PA,Stahlstown - Nolnacs
30PN,Pittsburgh Children'S
30SD,Aberdeen - Barber
30TA,Georgetown - Tri-Modal Air Park
30TE,Ralls - Cone
30TN,Nashville - Center
30TS,Lockhart - Roland Ranch
30TX,Stonewall - Burg Lake Aero
30VA,Richlands - Center
30WA,Waitsburg - Weller Canyon
30WI,Chambers Island
30XA,Aubrey - Magnolia
30XS,Gonzales
31AK,Fairbanks - Dalrymple'S
31AL,Slocomb - Old Chipley Helo
31AR,Clinton - Van Buren County
31AZ,Benson
31CD,Colorado City - Diamond Star Ranch
31CL,Whittier - Pih Health
31CO,Wray - Whomble
31D,Irwin - Inter County
31E,West Creek - Eagles Nest
31FA,Oxford - Ranch
31FD,Florida State
31FL,Melbourne Forever
31GA,Atlanta - Wanf-Tv
31GE,Gordon - Tailwind Ranch
31ID,Sandpioint - Thunder Ridge
31II,Rising Sun - Herbs
31IN,Lafayette - Timber House
31IS,Havana - Mason District Hospital
31KS,South Hutchinson - Mills
31KY,Paris - Wild Blue
31LA,Iota
31LL,Oregon - Wilco
31LS,New Iberia - Helicopter Mgmt
31MA,Belchertown - Norm'S
31MD,Berlin - Agh
31MI,Evart - Meemos Farm
31MN,Pine Island - Kruger Aviation
31MO,Bolckow - Hannah
31MT,Great Falls - M
31NC,Huntersville - Nh Hmc
31NE,Crofton - Grimm Farm
31NH,Northwood - Johnson
31NJ,Cherry Hill
31TA,The Woodlands Houston
31TN,Lawrenceburg - Crockett Hospital
31TS,Greenville - Flyers
31TX,Waco - Scott
31UT,Herriman - Kyle Norman
31VA,Smithfield - Aberdeen
31WA,Tacoma - Mary Bridge
31WI,Iola - Oslo Corners
31WN,Berlin Llc
31XA,Llano - Indian Falls Ranch
31XS,Merit - Fly-N-Ski
32A,Danville Muni
32AK,Fairbanks - Hardrock
32AL,Huntsville - Ses
32AR,Stuttgart Meml
32AZ,Scottsdale Hh
32CA,Lemoore - Stone Airstrip
32CL,Knights Landing - Bob'S
32CO,Penrose - Braun
32FA,Okeechobee - Sunset Strip
32FL,Florida Waterman
32GA,Eatonton - Sebastian Cove
32ID,Fairfield - Chimney Creek
32II,Vevay - Roberts
32IL,Tamms
32IN,Rising Sun - Scudder
32IS,Kilbourne - Baker
32KS,Healy - Wilkens
32KY,Edgewood - Center
32LL,Cordova - The Sandbox
32LS,Ponchatoula - Stevens Strip
32MA,North Adams - Berkshire Medical Center
32MD,Sudlersville - Roseland
32MI,Royal Oak - William Beaumont Hospital
32MN,Watkins - Don'S
32MO,Fredericktown - Phillips
32MS,Foxworth - Browns Landing
32MT,Twin Bridges - Vbob
32NC,Parkton - Hall
32NE,Dunning - Ginn Ranch
32NH,Wentworth - Lumberjack
32NJ,Farmingdale - George Harms
32NK,Suffern - Ranch Estate
32NR,Mooresville - Sandy Creek
32NV,Henderson Hospital
32OH,Mansfield - Rall
32OK,Hydro - South
32OR,Wamic - Pine Hollow
32PA,Shermans Dale - Yost Personal Use
32PN,New Brighton - Black Rock
32S,Stevensville
32TA,Harwood - Flying W Ranch
32TE,Willis - M-4
32TN,Winchester Southern
32TS,Austin - H-4
32TT,Ovalo - The Mesquite Bean
32TX,Kent - Rockpile Ranch
32VA,Abingdon - Old
32WA,Orondo - Ross
32WI,Hortonville - Dalonia
32WN,Suring - Bowman Airstrip
32WS,Osceola - Lisas Landing
32WY,Etna - Double L Ranch
32XA,Odessa - Medical Center Hospital
32XS,Midlothian - Cedar Circle
33A,Landrum - Fairview
33AK,Nugget Bench
33AL,Alexander City - Russell Medical
33AR,Greers Ferry - Skypoint Estates
33AZ,Camp Wood - Yolo Ranch
33CA,Sonora Medical
33CL,Paso Robles - Oak Country Ranch
33CN,Carpinteria - Platform Hillhouse
33CO,San Luis - Melby Ranch Airstrip
33CT,Bethlehem - Irish Hills Farms
33FA,Okeechobee - Russakis Ranch
33FD,Mayo - R O Ranch
33FL,Kenansville - Flying S Ranch
33GA,Carnesville - Hudson River
33IA,Farms Marine
33ID,Fairfield - Ozzy'S
33IL,Clinton - John Scharff
33IN,Palmyra - Rusby
33IS,Findlay - Howell
33J,Geneva
33K,Kinsley
33KS,Topeka - Buena Terra
33KY,Utica - Bigger Stol
33LA,Youngsville - Sky Ranch
33LL,Wheeler - Isley
33M,Water Valley
33MA,Manchester - Seagate
33MI,Reed City Corewell
33MN,Hinkley - Zenith Landing
33MO,Hannibal Rgnl Hospital
33MS,Purvis - Freedom Strip
33N,Delaware Airpark
33NC,Lucama - Easley Acres
33NE,Hay Springs - Orr Ranch
33NH,Henniker - Bear Hill
33NJ,Freehold - Center
33NR,Mars Hill - Skyline Peak
33NY,West Coxsackie - Wayne Delp
33OA,Liberty Township
33OH,Jerome - Sunset Strip
33OI,Chatham Township - Soaring Horse
33OK,Edmond - Myrick
33OR,Elmira - Crow-Mag
33PA,Wexford Allegheny
33PN,Jessup - Center
33R,Groveton
33S,Ritzville - Pru
33SC,Florence - Triad Carolinas Hospital
33TA,Montgomery - Lake Bonanza
33TE,Pottsboro - Donna
33TN,Cleveland - Bradley Meml Hospital
33TS,Caldwell - Burleson County Hospital
33TX,Houston - Tsj
33U,Dutch John
33UT,Saratoga Springs
33V,Walden
33VA,Halifax - Fox Fire
33VT,Williamstown - Sky View Acres
33WA,Warden - Franz Ranch
33WI,Green Bay - St
33WV,Westover - Healthnet One
33WY,Etna - Skidmo
33XA,Royse City - Poetry Landing
33XS,Hemphill - Department
34AK,Palmer - Cardwell Strip
34AL,Wilsonville - Gaston Steam Plant
34AR,Marked Tree - Woodbridge
34AZ,Yuma Rgnl Medical Center
34CD,Allenspark - Elk Park Ranch
34CL,Burney Service
34CN,Snelling - Bonanza Hills
34CO,Aurora - Simons
34FA,Rockledge - Gezik
34FD,Oakhill - Blue Ridge Flightpark
34FL,San Mateo - Bncfl
34G,Tecumseh - Merillat
34GA,Austell - Cobb General Hospital
34IA,Russell - Beck
34ID,Cavendish - Freeman Creek
34II,Anderson - Burk Personal Use
34IL,Lewistown - G Bray
34IN,Fort Wayne - Old Glory
34IS,Marseilles - Jim Wehrli
34JY,Atlantic City - Borgata Casino
34KS,Wichita - Joseph
34KY,Auburn - Lone Pine Aerodrome
34LA,De Ridder - Swamp Smith
34LL,Sumner - Lawrence Correctional Center
34LS,Lacombe - Hospital
34M,Campbell
34MA,Manchester-By-The Sea - Crowhurst
34MI,Spring Lake - De Witt Property
34MN,Baudette - Lakewood Health Center
34MO,Hannibal - Cyanamid
34MS,Gautier - Colle
34MT,Clyde Park - Crazy Mountain Ranch
34NC,Charlotte - Carolinas Medical Center
34ND,Davenport - Plath Farms
34NE,Hershey - Evans Ranch
34NH,Milford - Stone Song
34NJ,Bridgeton - Blews
34NK,Lockport Chs
34NY,Waterloo - Horizon Air
34OH,Mark Center - Arend
34OI,Shreve - Mohican
34OK,Hennessey - Haymaker
34OR,Portland Providence
34PA,Gettysburg - Waltz
34PN,Newport - Fox
34PS,Pocono Manor - Kalahari
34R,Hallettsville
34SC,Kingstreee - Toms Creek
34TA,Princeton - Jsi
34TE,Maypearl - Bee Creek
34TN,Livingston Hospital
34TS,Canyon Lake
34VA,Leesburg - Inova Loudoun Hospital
34WA,Washougal - Orbit
34WI,Baraboo - Thiessen
34XA,Austin - Dell Childrens
34XS,Conroe - Flying Hare
35A,"Union County,"
35AK,Willow - Poker Bluff
35AL,Citronelle - Silcox Meml
35AR,Searcy - Sweet Springs
35AZ,Sunizona - Lima Hana Fld
35C,Rockford - Wells
35CA,Los Angeles County/Usc
35CL,Merced - Flying M Ranch
35CN,Newman - Cat Ag Air
35CO,Punkin Center - Lone Tree Ranch
35D,Allegan - Padgham
35FA,Cross Creek - Rimes Lakecrest
35FD,Trenton - Rush
35FL,Jacksonville - St
35GA,Buford
35IA,De Witt - Frazier
35ID,Salmon - Bluebird
35II,Goshen - Brown
35IL,La Moille - 7Th Heaven
35IN,Tipton - Ellison
35IS,Findlay - Enoch
35JY,Belle Mead - Spot
35KS,Derby - Selby Farm
35KY,Franklin - Welcome
35LA,Abbeville - Ms Pats
35LL,Robinson - Crawford Meml Hospital
35LS,St Francisville - The Bluffs
35MA,Beverly - Idlewile
35ME,Matinicus Island
35MI,Vermontville - Law
35MN,Inver Grove Heights - Wipline
35MO,Nevada - Camp Clark Ahp
35MT,Billings - Haynes Ranch
35MU,Louisiana - County
35NC,Mooresville - Johnston
35NE,Ogallala - Shelburnes
35NH,Windham - Cobbetts Pond
35NJ,Somerville - Mid-State
35NK,Lyndonville - Airborne Acres
35NR,Mars Hill - Friendship
35NY,Centre Island - Kleinman
35OH,Massillon - Gainey
35OK,Dover - Haymaker Private
35OL,Mooreland - Henderson
35OR,Redmond - Freight Wagon
35PA,Everett - Upmc Bedford Meml
35S,Wasco State
35SC,Camden - Center
35TA,Texas Plano
35TE,Fredericksburg - Wieser Angus Ranch
35TN,Smithville - Dekalb Community Hospital
35TS,Hempstead
35TT,Godley - Hawkins
35TX,Abilene - Airstrip
35VA,South Hill - Community Meml Hospital
35WA,Washtucna - Fisher Ranch
35WI,East Troy - Barker Strip
35X,Decatur - Triple-Ace
35XA,Livingston - Rcade Ranch
35XS,Nocona
36AA,Sawyerville - Pad
36AK,Wasilla - Flyway Farm Airstrip
36AL,Ozark - Hidden Springs
36AR,Gregory - David Stanley Meml
36AZ,Eloy - Exceptional Community Hospital
36CA,Stratford - Stone Land Company
36CL,Oceanside - Tri-City
36CN,Lost Hills - Inc
36CO,Peyton - Fat Chance
36FA,Kissimmee - Orlando Helicopter Adventures
36FL,Safety Harbor - Mease Countryside Hospital
36GA,Conyers - Lola Landing
36H,Squaw Harbor
36IA,Beaman - Tonner
36ID,Atlanta - Dorothy Roeber Meml
36II,Brownsburg - Newby Landing
36IL,Batchtown
36IN,North Liberty - Peterson
36IS,Monmouth - Gillen
36K,Lakin - Kearny County
36KS,Galesburg - White Farms
36KY,Springfield - Arnolds
36LL,Hardin Village
36MA,Boston - Center
36ME,Camden
36MI,Muskegon - Trinity Health Campus
36MN,New Trier - Backstrom
36MO,Rolla - Harrison Pvt
36MS,Leland - Edwards 1
36MT,Grass Range - 16 Ranch
36NC,Hickory - Fly Sky
36NE,Wausa - Frevert Airstrip
36NH,Pelham - Long Pond Landing
36NJ,Cassville - Colliers Mills
36NR,Ahoskie - Chowan
36NY,Massena Substation
36OH,Conesville - Wright
36OI,Continental - Verhoff
36OK,Tecumseh - Jones Air Park
36OR,Springfield/Jasper
36PN,Us Reserve Center Army
36S,Happy Camp
36TA,San Antonio - G W
36TE,Houston - Nw Police
36TN,Clarksville - Ruckman
36TS,Georgetown - 4Bh
36TX,Whitesboro - Bevoni-Flying B
36UT,Park City
36VA,Hardy - Carilion Westlake Center
36VT,North Hero
36WA,Trout Lake - Bob'S
36WI,Holmen - Holland Air Park
36XA,San Marcos Central
36XS,Wellington - Mill Iron Ranch
37AL,Pell City - Veterans
37AR,Ponca
37AZ,Coolidge - Sarita
37CA,Temecula - Billy Joe
37CL,Escondido - Lyall
37CN,Grimes - Cecil Ranch
37CO,Olathe - Ash Mesa
37F,Munday
37FA,Orlando Advent
37FD,Spring Hill - Njoy Spirits Distillery
37FL,Bell - Flying Harness Farms
37GA,Crandall - Blue Bird
37IA,De Witt - Nemo
37ID,Grangeville - Hungry Ridge Ranch
37II,Culver - Winn
37IL,Lincoln - Minder
37IN,Stockwell - Felix
37IS,Marengo - Hilbert
37KS,Lindsborg
37KY,Lexington - Uk Hospital
37LA,Clayton - Wayne Brown
37LL,Modoc - Dale Curten Farm
37LS,New Iberia - Intl
37M,Hornersville
37MA,Wilbraham - Hanson
37MI,Oxford - Handleman Sky Ranch
37MN,Redwood Falls Carris
37MO,Polo - Mayes Homestead
37MS,Clinton - P2 Landing
37MT,Ennis - Yellowstone
37N,Riverdale - Garrison Dam Recreational
37NC,Valdese
37ND,Dunn Center - Sunset Strip
37NE,Burr - Watermeier
37NH,Hooksett Hooksett'S
37NJ,Deepwater
37NR,Franklin - Angel Medical Center
37NY,Cuba Meml
37OH,Middleburg Heights - Southwest General Hospital
37OI,Crestline - Cole
37OK,Ada - Mercy Hospital
37OR,Starkey - Vey Sheep Ranch
37PA,Middleburg - Roadcap
37PN,Hanover Upmc
37S,Fort Peck
37T,Calico Rock
37TA,Texas Dallas
37TE,Hitchcock - Freyer
37TN,Sweetwater Univ
37TS,Greenville - Jlinn
37TX,San Saba - Yates
37V,Arapahoe
37VA,Richmond - St
37VT,Shoreham - Brisson
37WA,Washtucna - Baumann Farm Inc
37WI,Mount Horeb - Docken Fld
37XA,Waller - Houston
37XS,Whitney Lake
38AK,Wasilla - Mels
38AL,Hurtsboro - Sawtooth Plantation
38AR,Siloam Springs - Williams
38AZ,Prescott - Exceptional Community Hospital
38C,Stanwood - Cain
38CA,Wasco - Cashen
38CL,Verona - Riego Flight Strip
38CN,Meridian - Sanborn
38CO,Naturita - Basin Clinic
38D,Salem Airpark
38FA,Lake Wales Dyer
38FD,Frostproof - Griffins Main Office
38FL,St Augustine - Flagler Hospital
38GA,Gainesville - Lanier Park Hospital
38GE,Monroe - Sec
38I,Urbana - Cook
38IA,Estherville - Garys
38ID,Nampa - Sky Ranch
38II,Greencastle - Hampton
38IL,Dana - Hamer Rla
38IN,Brownsburg - Fuller
38IS,Nauvoo - Winchester
38K,Lucas
38KS,Kechi - Savute
38KY,Williamstown - Elizabeth Healthcare Grant
38LA,Ville Platte - Whiteville
38LL,Granite City - Gateway
38LS,Parks - Ace Flying
38MI,Allegan - Chicora
38MN,Delano - Root Beers Float
38MO,Annada - Barber
38MS,Isola - Yellow Dog
38MT,Hamilton - Av8-Orr Helicopters
38MU,Carthage Mercy
38N,Smyrna
38NC,Ruffin - Bhh Aviation
38ND,Erie - Schroeder Private
38NE,Henderson - Boardman Aerial
38NJ,Manahawkin - Wjrz Radio
38NY,Dundee - Greenlawn Farm
38OH,Baltimore - Industry Air Park
38OI,Darbyville - Ronshausen
38OK,Duncan
38PA,Solebury - Aerequus
38PN,Mc Kean - Waisley
38S,Deer Lodge
38SC,Gaffney - La
38TA,Burnet - Ascension Seton Highland
38TE,Houston - John S Dunn
38TN,Westmoreland - Sugar Grove
38TT,Campbell - Olympus
38TX,Dallas - Clements
38U,Loa - Wayne Wonderland
38UT,Coalville - Hoytsville
38VA,Appomattox - Three
38VG,Tazewell Carilion
38VT,Shelburne - Muddy Paw
38W,Lynden
38WA,Blakely Island
38WI,Royalton - Northport
38WT,Davenport - Northstar
38WV,Capon Bridge - River'S Edge Farm
38XA,Tyler - Walk-Air
38XS,Santa Elena - San Rafael Ranch
39AK,Palmer - Kroenke Strip
39AL,Chatom - Er
39AR,Lonoke - Eifling
39AZ,Scottsdale - Center
39B,Chesuncook - Nugent Chamberlain Lake
39CA,Cathedral City - District
39CN,Ukiah Adventist
39CO,Montrose - Flying M Ranch
39DE,Milford - Bayhealth Medical Center
39FA,Melrose - Sanders Ranch
39FD,Steinhatchee - Ancient Oaks
39FL,West Palm Beach Sheriff'S
